bookID,average_rating,language_code,num_pages,ratings_count,text_reviews_count
7549,4.09,spa,380,12,1
7551,4.35,eng,64,772,21
7552,4.31,eng,108,2786,77
7554,4.17,eng,208,504,23
7556,4.09,eng,69,1411,32
7559,3.77,eng,155,1929,193
7572,3.76,eng,366,44664,1483
7577,3.76,eng,199,97,2
7579,4.19,eng,432,12034,285
7580,4.14,eng,232,3187,267
7581,4.31,eng,438,5495,295
7582,3.93,eng,397,317,32
7584,4.33,eng,306,2068,63
7585,3.8,eng,126,3378,137
7586,3.99,eng,384,64,8
7590,3.61,eng,490,359,35
7591,3.61,eng,368,27,8
7592,3.61,eng,256,419,46
7596,3.94,eng,144,220,38
7598,4.11,eng,0,75,2
7599,4.07,eng,448,1608,212
7600,4.07,eng,416,376,53
7606,4.28,eng,457,2965,358
7608,3.89,eng,12,787,239
7609,3.97,eng,40,34,5
7610,3.61,eng,343,325,56
7611,3.79,eng,368,205,27
7615,3.86,eng,28,35,4
7633,4.11,eng,752,91,10
7637,3.72,eng,256,264,35
7656,3.99,eng,186,5733,606
7662,4.06,eng,688,1004,31
7663,3.72,eng,416,17135,654
7665,3.95,eng,400,7084,514
7668,3.63,eng,399,42645,717
7672,3.59,eng,442,144636,1546
7673,3.67,eng,304,28367,1096
7679,3.36,eng,266,21457,576
7681,3.48,eng,204,4828,97
7684,3.63,eng,182,18,1
7687,3.97,eng,384,366,21
7694,3.5,eng,736,231,16
7695,4.22,eng,76,3722,339
7697,3.82,eng,432,546,53
7700,3.94,eng,551,125,6
7707,4.26,eng,240,14962,61
7708,3.67,eng,479,11,5
7714,3.9,eng,82,76944,1636
7716,3.9,eng,336,265,10
7717,3.79,eng,78,181,26
7718,3.79,eng,80,3192,307
7721,3.81,eng,232,663,48
7723,4.03,eng,224,38114,793
7724,4.03,eng,88,2474,126
7731,3.76,eng,118,433,20
7734,3.57,eng,422,258,21
7737,3.57,eng,0,4,1
7739,3.35,eng,64,13,3
7740,3.97,eng,160,933,26
7741,3.57,eng,3,8,0
7747,4.08,eng,230,3472,251
7748,4.12,eng,481,17227,662
7749,4.08,eng,208,274,28
7752,4.08,eng,784,3787,84
7757,3.67,eng,72,3,0
7769,4.08,eng,21,27139,731
7772,4.17,eng,58,8967,351
7775,4.13,eng,64,4344,262
7777,4.06,eng,64,4560,253
7778,4.17,eng,61,289,4
7779,4.18,eng,64,89920,1207
7781,4.04,eng,56,13097,324
7783,4.01,eng,36,5868,162
7785,4.2,eng,48,16917,444
7786,4.18,spa,64,29,4
7788,4.42,eng,61,50844,160
7789,3.87,eng,56,3196,137
7791,4.16,eng,272,1282,102
7793,4.08,eng,64,8,0
7796,4.17,lat,75,63,9
7797,4.12,eng,62,31251,494
7803,3.95,eng,262,1844,220
7805,4.15,eng,246,32544,1610
7806,4.22,eng,320,172,22
7807,4.41,eng,916,547,39
7811,3.67,eng,275,30,3
7821,4.01,eng,224,269,26
7830,3.83,eng,320,1205,100
7838,3.89,por,224,82,9
7842,4.01,eng,128,416,11
7845,3.5,eng,536,701,78
7847,3.5,eng,625,1022,165
7848,3.5,eng,896,557,87
7849,3.5,eng,573,106,19
7850,3.88,eng,192,6591,661
7855,3.92,eng,228,1727,173
7859,4.11,eng,474,1021,101
7861,4.08,eng,240,237,22
7865,4.0,eng,256,709,49
7881,4.22,eng,144,11,1
7890,4.31,eng,260,4169,155
7891,4.14,eng,321,4747,148
7894,4.18,eng,192,7809,186
7895,4.29,eng,325,58,8
7896,3.69,eng,342,184,30
7898,4.31,eng,336,4586,119
7901,4.17,eng,320,4839,126
7905,4.21,eng,180,70,7
7906,4.23,eng,304,2722,151
7909,4.07,eng,144,20976,935
7911,4.03,eng,352,22023,395
7914,3.92,eng,320,243,7
7924,4.28,eng,160,5702,65
7926,4.22,eng,188,21620,836
7938,4.15,eng,178,182,37
7946,4.09,eng,192,43,3
7955,3.43,eng,352,8577,756
7956,3.9,eng,288,6234,337
7957,3.84,eng,212,10475,496
7958,3.88,eng,341,9828,1004
7959,3.85,eng,368,5618,514
7960,3.9,eng,140,475,66
7961,3.54,eng,608,2436,268
7965,3.39,eng,430,2707,167
7966,3.84,eng,416,7487,617
7968,3.79,eng,311,18228,427
7971,3.58,eng,352,10268,164
7972,3.95,eng,13,109,19
7973,3.9,eng,422,23534,2199
7974,4.13,eng,356,2288,69
7975,4.12,eng,341,134,11
7983,4.07,eng,400,26237,240
7987,4.0,eng,374,14205,144
7997,3.98,eng,356,8025,261
7998,3.92,eng,368,17597,188
8001,3.99,eng,389,10830,119
8004,4.13,eng,72,2353,43
8012,3.95,eng,32,614,29
8013,3.65,eng,40,202,17
8014,4.03,eng,32,1701,74
8019,4.02,eng,32,207,11
8021,3.82,eng,32,291,21
8023,3.98,eng,36,1,0
8032,3.82,eng,32,87,12
8044,4.12,eng,32,6,0
8048,4.67,eng,32,2,0
8051,4.33,eng,32,3,0
8053,4.33,eng,32,3,0
8060,3.77,fre,36,1,0
8062,4.37,eng,158,57,9
8073,4.16,eng,32,124141,2038
8074,3.8,eng,32,4,1
8077,4.11,eng,32,0,0
8084,4.05,eng,325,3258,478
8087,3.89,eng,384,17485,1021
8089,3.77,eng,304,17168,997
8091,3.68,eng,224,7941,419
8093,3.36,eng,64,1036,78
8134,4.25,eng,9,69,17
8137,3.84,eng,403,3106,115
8141,4.23,eng,315,85,12
8146,4.3,eng,685,5889,183
8147,4.0,eng,406,2334,109
8148,4.34,eng,385,1606,83
8149,4.36,eng,734,119,10
8150,4.33,eng,800,256,22
8151,3.97,eng,292,8717,477
8153,3.95,eng,256,7305,277
8155,4.18,eng,928,34366,573
8162,3.63,eng,484,1287,104
8174,3.63,eng,429,132,27
8178,3.74,eng,326,1246,69
8196,4.3,eng,80,746,48
8197,3.99,eng,113,108,11
8199,3.92,eng,116,94,10
8200,4.13,eng,352,686,52
8202,4.2,eng,256,4144,98
8203,3.84,eng,124,3926,119
8204,4.09,eng,160,234,18
8205,3.98,eng,128,41,2
8206,3.96,eng,276,346,31
8213,4.03,eng,248,75,12
8214,4.24,eng,304,92,9
8218,4.15,eng,321,1480,39
8221,4.12,eng,241,5628,125
8227,4.28,eng,32,1538,59
8228,3.89,eng,3,91,13
8230,4.15,eng,32,424,25
8233,4.18,eng,40,867,31
8244,4.05,eng,176,4799,88
8246,3.99,eng,39,143,18
8247,3.7,eng,304,35,5
8249,4.19,eng,7,105,12
8252,4.07,eng,357,45778,1286
8253,4.19,eng,374,71853,646
8254,4.21,eng,80,66,7
8255,4.03,eng,64,59,6
8256,4.2,eng,32,2142,72
8282,4.14,eng,422,67427,1048
8285,4.14,eng,40,453,17
8290,4.17,eng,32,324,23
8296,3.89,eng,126,28259,533
8298,4.15,eng,256,3375,91
8322,4.19,eng,309,635,30
8335,3.96,eng,118,192,32
8359,3.85,eng,64,8,2
8362,4.51,eng,624,570,17
8370,4.32,eng,192,34,2
8373,3.69,spa,256,16,4
8417,4.02,eng,64,5,0
8428,4.5,eng,64,4,0
8486,3.27,eng,289,621,82
8489,4.08,eng,256,1896,202
8492,3.94,eng,416,12789,221
8494,4.21,eng,100,55,6
8495,4.31,eng,64,125,22
8499,4.12,eng,848,47,6
8500,4.12,eng,880,333,27
8501,3.84,eng,231,129,7
8506,4.01,eng,253,4245,133
8508,3.82,eng,103,1038,100
8510,4.07,eng,103,692,80
8515,4.12,eng,352,9963,206
8520,3.87,eng,308,4119,252
8522,4.0,eng,292,3062,94
8523,3.94,eng,256,2538,63
8525,3.97,eng,277,4964,124
8528,3.98,eng,304,2400,93
8529,4.07,eng,304,4675,129
8532,3.99,eng,341,3461,133
8533,3.82,eng,288,2215,60
8536,4.0,eng,304,2910,84
8537,4.04,eng,320,3581,113
8538,4.05,eng,320,3758,128
8540,3.89,eng,288,4600,113
8541,4.05,eng,320,3513,143
8542,3.9,eng,320,3490,177
8544,3.83,eng,272,2004,54
8545,3.91,eng,352,2935,154
8546,3.73,eng,304,2053,85
8548,3.96,eng,384,2635,107
8551,3.97,eng,276,2587,89
8552,4.04,eng,288,5043,121
8557,4.01,eng,384,3786,134
8559,3.96,eng,272,96,4
8568,4.06,eng,288,3749,130
8572,4.06,eng,288,3092,132
8574,4.1,eng,304,5108,143
8581,3.59,eng,468,82,2
8582,3.79,eng,221,64,3
8583,4.09,eng,707,32,0
8586,4.06,eng,277,56,4
8598,4.15,eng,32,1371,205
8601,3.33,eng,214,204,30
8614,4.25,eng,606,155,16
8627,4.1,eng,459,541,95
8628,3.97,eng,168,96,13
8630,4.32,eng,10,3659,80
8632,3.8,eng,372,799,31
8643,3.77,eng,278,26,0
8645,3.57,eng,436,1818,89
8646,3.88,eng,324,14109,1591
8656,4.01,eng,320,148,6
8660,3.92,eng,224,18,4
8661,4.33,eng,192,116,11
8675,3.55,eng,272,5768,262
8676,4.23,eng,448,25135,420
8677,4.33,eng,432,55,6
8680,4.03,eng,445,24792,1139
8694,4.2,eng,224,166574,2192
8698,4.09,eng,167,93997,1394
8703,4.22,eng,6,493,95
8704,3.6,fre,189,8790,152
8706,4.22,eng,180,3115,306
8710,4.35,eng,96,294,19
8712,4.27,fre,108,2122,86
8713,3.7,eng,277,621,90
8714,3.77,eng,328,5783,433
8715,3.99,eng,448,1485,94
8716,4.21,eng,672,7326,430
8722,4.07,eng,430,7265,526
8725,4.04,eng,302,17939,947
8726,4.04,eng,299,15,3
8737,4.16,eng,506,8966,454
8738,3.59,eng,207,112,5
8741,4.01,eng,496,4991,271
8742,4.16,eng,589,114,14
8744,3.83,eng,240,2011,84
8745,4.15,eng,240,11981,735
8746,3.71,eng,240,509,25
8750,3.83,fre,288,1,0
8758,3.84,eng,112,68,9
8761,3.16,eng,340,123,12
8766,4.03,eng,217,506,53
8768,4.16,eng,40,4171,518
8770,3.79,eng,12,24,6
8771,3.98,eng,24,113,4
8773,4.0,eng,10,39,7
8787,3.45,eng,320,4504,491
8797,4.14,eng,128,5097,219
8799,3.63,spa,400,3,1
8801,4.31,eng,260,1253,54
8804,4.26,eng,275,478,30
8808,4.14,eng,96,275,19
8809,3.71,eng,288,5423,293
8810,3.99,eng,159,5366,524
8811,3.99,eng,149,1422,124
8813,3.99,ger,235,65,7
8814,3.84,eng,51,28,2
8818,3.82,eng,224,1008,51
8820,3.62,eng,260,966,39
8822,4.16,eng,649,2116,157
8829,3.75,eng,460,4422,211
8834,3.72,eng,400,2292,69
8840,4.02,eng,560,208,27
8848,4.31,fre,123,366,19
8853,3.9,eng,224,296,20
8856,3.79,eng,198,3280,188
8858,3.83,eng,227,3318,204
8859,3.83,eng,194,5757,321
8860,3.59,eng,112,25,2
8861,3.8,eng,214,3015,167
8862,4.09,eng,333,2330,252
8865,4.05,eng,105,755,94
8875,3.95,eng,192,88,14
8879,3.62,eng,288,24,1
8880,2.62,eng,80,8,2
8881,2.92,eng,288,53,2
8889,3.0,eng,0,10,2
8891,3.33,eng,183,12,1
8895,3.28,eng,72,1,1
8901,3.66,eng,158,461,10
8910,4.2,eng,928,919,44
8915,3.95,eng,416,472,41
8916,4.14,eng,0,45,1
8917,3.84,eng,320,60,4
8919,3.64,eng,208,333,23
8922,4.11,eng,5,135,20
8924,4.11,eng,272,66,7
8927,4.51,eng,237,33,1
8930,4.01,eng,320,7653,90
8931,4.07,eng,336,4296,51
8951,4.18,eng,272,18536,350
8954,3.82,eng,372,4748,597
8960,4.16,eng,208,26461,587
8964,4.21,eng,383,19217,271
8967,4.25,eng,202,24590,525
8969,4.12,eng,320,492,32
8971,3.17,eng,371,139,25
8974,3.88,eng,336,210,18
8976,4.06,eng,184,591,29
8978,4.06,eng,144,31,1
8988,3.69,eng,390,55,7
8991,3.55,eng,184,112,9
9005,4.03,eng,234,1458,175
9006,3.72,eng,222,8410,751
9012,3.92,eng,134,3590,251
9013,4.21,eng,256,11841,1766
9018,4.33,eng,6,79,16
9019,3.45,eng,128,56,11
9030,3.99,eng,496,1278,207
9031,3.99,eng,447,283,37
9051,4.05,eng,224,977,71
9058,4.0,eng,166,4,2
9060,3.89,eng,498,37,5
9066,3.29,eng,169,24,2
9072,3.78,eng,26,354,135
9073,3.93,eng,320,4040,259
9082,4.13,eng,480,6193,355
9083,4.3,eng,336,47,8
9099,4.24,eng,504,819,31
9100,3.62,eng,128,16,1
9106,4.39,eng,354,142,9
9107,3.38,eng,124,51,0
9118,4.08,fre,345,47,3
9121,4.08,eng,51,85,2
9122,4.08,eng,462,171,13
9124,4.08,eng,517,663,52
9125,4.08,eng,229,1089,78
9132,3.95,eng,265,68,6
9140,4.38,eng,176,393,27
9141,4.35,eng,333,524,40
9143,3.77,eng,48,13,0
9144,4.01,eng,208,238,10
9148,4.18,eng,64,64,5
9149,4.07,eng,144,155,14
9151,4.06,eng,144,130,4
9153,4.21,eng,96,1,0
9155,3.92,eng,144,93,8
9156,4.0,eng,560,203,12
9164,4.01,eng,348,78,6
9171,3.72,eng,32,69,13
9184,3.53,eng,368,17,0
9186,3.88,eng,24,73,1
9203,4.33,eng,188,6,1
9216,3.74,eng,224,53,6
9223,4.47,eng,200,15,1
9236,3.69,eng,160,41,2
9245,3.5,eng,160,44,3
9253,3.29,eng,135,13,0
9262,3.81,eng,327,709,29
9282,4.06,eng,576,28769,694
9288,4.23,spa,456,198,18
9298,3.81,eng,528,35784,686
9299,3.92,eng,456,348,45
9300,3.78,eng,520,65441,1233
9301,3.95,eng,578,55525,1223
9303,3.77,eng,640,43077,690
9304,3.82,eng,368,1625,42
9305,3.29,eng,79,780,52
9325,4.6,eng,200,8989,151
9326,4.56,eng,200,12885,208
9327,4.23,eng,491,1021,112
9330,4.23,eng,488,270,49
9337,0.0,eng,228,0,0
9338,0.0,eng,304,0,0
9345,3.82,eng,288,2864,349
9346,3.88,eng,224,3193,236
9347,3.91,eng,288,1935,229
9349,3.32,eng,272,33,4
9350,3.55,eng,160,221,36
9351,3.8,eng,288,481,33
9352,3.47,eng,192,238,35
9355,3.63,eng,820,22547,1371
9370,4.04,eng,422,35517,1014
9376,4.19,eng,224,911,42
9386,4.14,eng,224,1675,124
9409,3.44,eng,224,1858,153
9417,3.66,eng,388,76205,1867
9419,3.78,eng,407,94917,2089
9420,3.79,eng,359,110706,2070
9423,3.64,eng,320,2214,249
9427,3.24,eng,307,344,59
9431,3.89,eng,296,38,5
9435,3.6,eng,224,49,9
9439,4.1,eng,420,519,36
9442,3.34,mul,288,26,0
9444,4.42,eng,273,7983,245
9454,3.93,eng,640,13920,248
9456,4.06,eng,223,110,16
9457,4.18,eng,176,117,3
9464,4.33,eng,125,9,1
9475,3.82,eng,401,36853,1725
9479,3.9,eng,128,312,9
9484,4.4,eng,749,1032,162
9486,4.27,eng,306,1967,131
9487,4.35,eng,400,3728,141
9489,3.8,eng,397,3381,116
9490,4.3,eng,288,2221,165
9491,4.33,eng,256,545,44
9493,4.21,eng,330,44,10
9497,4.19,eng,320,407,18
9498,4.47,eng,261,678,78
9501,3.8,eng,726,72,5
9506,3.43,spa,475,98,6
9507,4.15,eng,544,635,21
9512,3.68,eng,224,58,5
9515,3.79,eng,480,95,20
9525,3.86,eng,84,8539,667
9526,3.86,eng,144,14654,1121
9529,4.26,eng,520,6726,1018
9531,4.16,eng,557,32307,1224
9534,3.95,eng,451,65344,1419
9538,4.0,eng,336,11205,431
9540,4.2,eng,304,227,32
9542,3.79,eng,507,14477,868
9544,4.04,eng,118,2685,182
9550,4.09,eng,73,467,32
9551,4.4,eng,272,6946,182
9553,4.12,eng,323,15827,616
9556,3.86,eng,327,1299,128
9558,3.25,eng,448,202,26
9567,3.74,eng,389,18417,542
9571,4.03,eng,415,335,38
9577,4.25,ger,556,59,4
9582,3.98,ger,376,3,0
9585,3.74,ger,459,22,2
9590,3.96,eng,288,40599,1127
9591,3.79,eng,318,7213,139
9593,3.88,eng,324,55850,1990
9594,3.72,eng,219,23527,822
9595,3.87,eng,288,31084,1062
9599,3.72,eng,80,866,52
9602,3.77,eng,300,5135,192
9603,3.78,eng,62,420,40
9605,4.36,eng,527,914,8
9619,4.41,eng,912,5161,184
9620,3.72,eng,211,3405,338
9622,4.21,eng,348,847,60
9623,4.09,eng,267,676,119
9626,4.08,eng,56,806,98
9629,4.1,eng,176,909,135
9632,4.13,eng,40,198,12
9633,4.07,eng,162,308,28
9635,4.24,eng,384,372,45
9638,3.73,eng,234,1370,122
9644,4.03,eng,120,6389,541
9646,4.14,eng,232,30358,1629
9648,3.88,eng,277,11970,688
9652,4.38,eng,480,274,22
9653,4.05,eng,254,1444,180
9657,3.46,eng,405,577,26
9659,3.55,eng,329,455,31
9660,3.6,eng,313,1316,80
9666,3.51,eng,362,425,28
9669,3.69,eng,309,164,9
9677,3.79,eng,512,971,71
9681,3.29,eng,384,282,17
9696,3.59,eng,96,90,8
9704,3.84,eng,272,797,116
9713,3.91,spa,451,663,46
9714,4.24,eng,188,1953,84
9723,3.64,eng,320,5407,368
9739,4.07,eng,432,317,31
9746,3.83,eng,801,8035,640
9754,4.2,eng,328,62,0
9755,4.18,eng,512,5247,491
9763,4.26,eng,666,1832,214
9767,3.67,eng,464,352,37
9784,3.67,eng,416,25059,702
9786,4.02,eng,314,267,32
9787,4.09,eng,304,1570,64
9789,4.06,eng,284,4315,532
9796,3.5,eng,16,8,0
9799,3.88,eng,528,16714,1010
9802,3.99,eng,128,95,11
9806,4.27,eng,393,958,57
9811,3.94,eng,300,4084,205
9813,4.03,eng,272,4701,181
9815,3.68,eng,349,3459,423
9816,3.68,eng,368,53,12
9826,3.77,eng,48,432,90
9827,4.14,eng,368,28103,643
9828,3.51,eng,304,34,3
9831,4.35,eng,120,174,16
9832,3.84,eng,0,28,3
9833,3.84,eng,333,22847,1280
9840,3.63,eng,174,258,46
9841,3.85,eng,384,1718,88
9862,3.98,eng,457,47,1
9863,4.0,eng,69,749,54
9864,3.79,eng,576,9445,476
9865,3.93,eng,434,10414,445
9866,3.71,spa,679,1,0
9873,3.54,eng,191,1718,103
9875,3.41,eng,320,2560,150
9888,3.89,eng,157,2107,238
9897,4.09,eng,192,321,30
9903,3.72,eng,209,4263,227
9904,4.15,eng,225,562,33
9908,3.58,eng,192,597,40
9912,3.68,eng,283,35311,974
9913,3.46,eng,546,18181,669
9919,4.24,eng,48,9982,849
9920,4.07,eng,343,3266,332
9921,3.9,eng,135,29,3
9922,3.44,eng,142,5274,428
9923,3.49,eng,192,102,17
9924,4.01,eng,272,4533,188
9929,4.31,eng,151,406,30
9931,3.93,eng,320,542,65
9936,3.46,eng,304,727,23
9950,3.72,eng,288,996,98
9957,3.54,eng,144,18376,1022
9961,3.9,eng,372,4844,506
9974,3.43,eng,165,7,1
9975,3.85,ger,180,134,5
9981,3.98,ger,0,2,0
9987,4.03,ger,416,1254,63
9997,3.55,eng,304,1398,105
10000,3.78,eng,238,2584,153
10002,3.91,eng,233,83,4
10004,3.61,eng,192,989,82
10006,3.78,eng,245,9941,462
10008,3.65,eng,272,8517,372
10009,3.74,eng,228,12491,267
10013,3.6,ger,104,4,0
10023,3.74,ger,298,37,5
10029,3.89,eng,512,190,8
10033,3.96,eng,688,23344,267
10034,3.98,eng,408,9477,313
10040,3.95,ger,358,1806,27
10050,4.02,eng,512,8257,793
10055,4.1,eng,408,4746,298
10057,3.48,eng,143,140,5
10058,4.19,eng,382,45954,1297
10061,4.17,eng,224,255,28
10075,3.87,eng,0,24,1
10079,4.05,eng,568,12235,306
10080,4.04,eng,640,4947,119
10083,3.25,eng,192,12,1
10084,4.02,eng,675,13383,235
10089,3.83,eng,202,4825,148
10090,4.05,eng,749,13265,163
10096,3.72,eng,224,39,6
10097,3.93,eng,581,1882,155
10105,3.89,eng,326,10702,366
10106,4.05,eng,385,11134,418
10107,4.14,eng,368,1523,23
10108,4.26,eng,939,24108,822
10112,3.54,eng,126,93,14
10118,4.18,eng,32,6935,389
10126,3.9,eng,261,3668,419
10134,3.8,ger,218,44,2
10147,4.49,eng,709,26794,278
10148,4.47,eng,709,874,57
10156,3.72,eng,391,1459,242
10165,3.94,eng,432,501,36
10170,4.0,eng,320,63,11
10172,3.58,eng,5,81,19
10173,4.18,eng,54,584,34
10174,3.74,eng,272,1307,178
10200,0.0,srp,222,0,0
10203,4.33,eng,214,3479,211
10204,4.33,eng,214,33,7
10205,4.43,eng,296,2561,120
10206,4.36,eng,232,229,22
10208,4.42,eng,159,482,47
10215,4.21,eng,0,19,4
10217,3.95,eng,256,1511,104
10219,4.22,eng,454,249,39
10220,3.93,eng,272,845,57
10221,3.89,eng,272,889,62
10222,4.21,eng,958,37064,1028
10224,4.38,eng,368,99,11
10232,4.25,eng,438,3994,212
10233,4.09,eng,424,2534,80
10238,3.97,eng,366,14183,398
10255,3.92,eng,374,1023,164
10261,4.31,eng,174,13,2
10263,4.03,eng,243,238,29
10269,3.95,eng,362,37,1
10270,3.72,eng,309,104,8
10285,4.07,eng,416,8741,306
10289,3.78,eng,495,44,4
10303,4.0,eng,352,481,45
10308,3.87,eng,358,1341,88
10310,3.8,eng,432,6550,337
10311,3.8,eng,391,29,7
10324,3.67,eng,160,48,12
10329,3.31,eng,24,22,4
10332,4.24,eng,320,9944,846
10340,4.3,eng,32,15,3
10346,3.53,eng,414,224,37
10347,3.87,eng,32,37,9
10370,4.37,eng,288,121,5
10372,4.03,eng,288,11150,794
10382,3.88,eng,442,1225,181
10403,3.22,eng,275,589,40
10404,3.22,eng,256,399,25
10405,3.51,eng,262,410,34
10414,3.9,eng,40,547,185
10416,3.78,eng,520,5695,87
10417,4.04,eng,35,309,45
10420,4.07,eng,208,1327,149
10421,3.85,eng,362,199,19
10427,3.82,eng,640,7,1
10429,4.06,eng,384,311,39
10431,3.45,eng,304,1054,145
10433,3.82,eng,461,1452,63
10445,4.02,eng,256,361,35
10456,3.81,eng,161,167,9
10460,3.79,eng,180,148,17
10461,3.93,eng,432,9646,273
10464,4.41,eng,784,2948,144
10471,4.2,eng,464,212,18
10474,3.4,eng,6,43,15
10476,3.93,eng,224,363,50
10490,4.05,eng,84,661,34
10495,4.12,spa,782,158,11
10500,3.32,eng,364,13,7
10503,3.35,eng,480,8263,624
10505,3.78,eng,432,47625,186
10507,3.74,eng,527,16116,698
10514,3.89,eng,324,2021,78
10517,3.85,eng,256,218,26
10518,4.01,eng,368,1035,34
10519,3.99,eng,144,994,35
10525,3.8,eng,208,311,27
10528,4.06,eng,288,224,5
10529,4.28,eng,271,303,44
10536,3.8,eng,224,316,12
10537,3.97,eng,5,72,22
10539,3.83,eng,379,729,78
10541,3.91,eng,364,10836,613
10545,3.73,eng,933,1517,235
10546,4.0,eng,272,1693,76
10552,3.55,eng,162,30,6
10559,4.07,eng,761,1149,147
10561,4.07,eng,24,54,11
10562,4.08,eng,236,1379,56
10563,4.07,eng,592,820,92
10568,4.13,eng,544,4866,78
10570,3.56,eng,344,6352,861
10574,3.32,eng,178,24611,1970
10575,3.54,eng,44,3035,167
10579,3.97,eng,605,73145,1519
10581,3.95,eng,2,168,10
10585,3.82,spa,890,117901,2028
10587,3.78,eng,128,1369,101
10593,4.22,eng,16,357,107
10594,3.78,eng,304,50,2
10597,4.23,eng,404,22,5
10599,3.93,eng,0,156,9
10605,3.71,eng,320,155020,1513
10606,3.83,eng,251,53,2
10607,4.01,eng,688,46428,1220
10612,4.15,eng,478,6471,44
10613,4.0,eng,326,1290,84
10617,4.11,eng,704,62529,494
10620,4.16,spa,368,129,13
10622,3.96,eng,253,2707,192
10624,3.93,eng,761,308,20
10629,3.77,fre,411,178403,2088
10631,4.15,eng,346,14157,610
10639,3.85,eng,265,25312,1223
10654,3.82,eng,96,1502,167
10655,3.87,eng,320,235,19
10656,3.67,eng,240,1317,106
10662,4.12,eng,496,1278,74
10663,3.93,eng,351,93,8
10666,4.12,eng,476,10,3
10669,4.19,eng,264,20145,530
10670,4.19,eng,275,247,13
10682,3.94,eng,96,54,2
10686,3.84,eng,48,60,7
10687,4.06,eng,576,675,41
10689,3.99,eng,464,22,6
10691,3.78,por,544,43,3
10698,3.72,eng,286,398,63
10701,4.16,eng,640,48,8
10711,3.8,eng,368,2992,163
10712,3.68,eng,352,1219,67
10713,3.02,eng,464,106,9
10714,3.36,eng,445,2631,100
10718,3.52,eng,576,6166,399
10732,3.91,eng,96,61,1
10739,3.68,eng,242,21634,1660
10750,3.53,eng,409,2828,459
10751,3.53,spa,508,47,10
10756,3.93,eng,736,1170,82
10757,3.89,eng,320,1680,117
10760,4.0,eng,16,5,1
10765,3.54,eng,276,11429,979
10767,3.96,eng,112,155,13
10770,3.96,eng,104,46,1
10772,3.91,eng,384,326,66
10776,3.56,eng,200,7290,387
10778,3.33,eng,272,5546,342
10780,4.17,eng,402,490,35
10783,3.72,eng,229,659,85
10785,3.96,eng,512,421,33
10787,4.17,eng,556,279,32
10789,4.0,eng,644,197,15
10792,3.81,eng,336,138,8
10796,3.8,eng,8,290,65
10797,3.8,eng,336,174,30
10801,4.15,eng,563,6187,669
10802,4.07,eng,438,3010,244
10804,4.22,eng,576,608,59
10805,4.09,eng,345,2595,350
10806,4.1,eng,234,1553,113
10808,4.19,eng,496,88,8
10810,4.13,eng,736,694,39
10814,4.3,eng,58,5379,544
10826,4.17,eng,179,7,1
10832,4.17,eng,256,223,22
10836,4.12,eng,814,15468,548
10846,3.54,eng,312,863,121
10853,3.89,eng,352,2246,166
10863,3.97,eng,341,139,17
10867,3.78,eng,176,13257,1240
10873,3.43,eng,130,30067,2166
10876,4.08,eng,752,84,4
10877,3.78,eng,336,5980,171
10879,3.96,eng,112,1052,36
10880,4.14,eng,720,2961,116
10885,4.07,eng,864,2664,78
10887,3.94,eng,896,2507,140
10894,3.94,eng,454,652,109
10895,3.74,eng,384,805,36
10897,3.67,eng,340,1926,314
10906,3.69,eng,220,95,4
10907,4.19,eng,320,21292,756
10914,3.2,eng,346,27590,1838
10921,4.41,eng,320,685,36
10932,3.98,eng,340,180,25
10939,4.19,spa,40,0,0
10943,3.79,eng,128,24,2
10951,3.91,eng,352,1667,57
10966,3.43,eng,144,126,17
10968,3.93,eng,346,5,0
10969,4.32,eng,743,1088,118
10970,3.85,eng,254,54,5
10971,3.88,eng,348,25,2
10972,3.87,eng,352,80,2
10973,3.84,eng,352,95,3
10974,3.71,eng,231,1003,101
10979,3.94,eng,507,47794,1920
10982,4.09,eng,320,1017,64
10984,3.86,eng,320,1457,117
10985,4.1,eng,371,1253,68
10989,4.08,eng,577,11433,478
10990,3.7,eng,368,32446,1345
10992,4.23,eng,864,2384,323
10993,3.91,eng,624,536,60
10996,3.86,eng,160,183,26
11000,4.3,eng,288,1103,50
11002,4.03,eng,336,8614,242
11003,4.16,eng,321,91695,1731
11005,4.05,spa,548,176,12
11006,4.17,eng,762,20,3
11013,3.67,eng,628,9780,591
11016,4.12,eng,590,8333,874
11019,4.12,eng,534,1475,156
11021,4.06,eng,112,140,8
11022,3.75,eng,268,3240,130
11026,3.81,eng,744,8156,366
11027,4.16,spa,537,199,5
11031,3.79,eng,295,12998,589
11033,3.68,eng,400,3912,209
11036,3.72,eng,148,7888,366
11037,4.18,eng,372,1775,47
11038,3.9,eng,304,8311,449
11043,3.8,eng,72,1843,143
11044,4.18,eng,348,1392,40
11045,3.99,eng,214,4808,550
11047,4.23,eng,292,147,25
11048,3.86,eng,535,452,36
11062,4.06,eng,48,0,0
11069,4.14,fre,64,0,0
11071,4.18,spa,320,387,30
11075,3.59,ger,123,27,1
11077,3.87,eng,272,19422,2077
11089,4.41,eng,432,4357,707
11095,4.03,eng,352,4929,369
11101,3.81,eng,384,1051,47
11106,3.57,eng,375,186,16
11119,3.57,eng,298,57,9
11121,3.57,eng,432,174,9
11130,4.26,eng,31,202,24
11136,4.26,eng,766,1131,53
11137,4.32,eng,227,7665,664
11154,4.22,eng,172,96,12
